Brand,Model,Year,Engine CC,Power (BHP),Mileage (kmpl),Kms Driven,Fuel Type,Bike Type,Condition,Transmission,Owner Type,Price
TVS,Ntorq 125,2009,390,41.0,62.8,44098,Petrol,Commuter,Used,Manual,1st Owner,46069.07
TVS,Apache RTR 200,2020,125,10.0,26.7,56733,Petrol,Adventure,New,Manual,3rd Owner,20955.51
BMW,G310GS,2011,100,11.0,55.7,91401,Petrol,Cruiser,New,Manual,2nd Owner,29394.14
Honda,Activa,2014,883,119.2,45.9,116888,Petrol,Commuter,Used,Automatic,2nd Owner,155983.69
Ducati,Monster,2012,250,36.9,60.9,77792,Petrol,Sport,Used,Manual,2nd Owner,93310.83
Honda,Africa Twin,2006,150,19.5,60.0,55127,Petrol,Sport,Like New,Automatic,2nd Owner,8000.0
Honda,Activa,2018,150,10.7,55.4,18478,Petrol,Sport,Like New,Manual,2nd Owner,16507.59
Kawasaki,Versys 650,2021,200,16.7,38.4,72345,Petrol,Commuter,Like New,Automatic,2nd Owner,40146.71
Yamaha,YZF R1,2020,160,25.4,70.3,95340,Petrol,Cruiser,Like New,Manual,2nd Owner,43960.3
Yamaha,R15,2006,350,43.7,36.4,15691,Petrol,Sport,New,Manual,3rd Owner,93483.37
TVS,Jupiter,2007,500,62.4,59.5,60339,Petrol,Adventure,Like New,Automatic,2nd Owner,108806.18
Honda,CB Hornet,2008,750,111.0,55.4,57930,Petrol,Adventure,Used,Manual,3rd Owner,164999.72
Harley-Davidson,Road King,2008,750,88.2,39.8,2120,Petrol,Scooter,Like New,Automatic,3rd Owner,532509.24
BMW,G310GS,2021,150,18.7,43.9,87493,Petrol,Adventure,New,Manual,1st Owner,78521.95
Harley-Davidson,Fat Boy,2007,1000,141.7,24.9,66944,Petrol,Scooter,Used,Automatic,2nd Owner,353920.49
TVS,Ntorq 125,2007,1000,115.7,34.9,86138,Electric,Adventure,Used,Automatic,1st Owner,113397.69
TVS,Raider 125,2014,1084,125.8,35.0,45176,Petrol,Sport,New,Automatic,2nd Owner,303835.43
BMW,R1250GS,2008,150,10.6,61.2,109274,Petrol,Cruiser,Like New,Automatic,3rd Owner,82452.05
Ducati,Monster,2013,200,27.1,34.1,60405,Petrol,Commuter,Like New,Automatic,1st Owner,72135.15
TVS,Apache RTR 160,2019,883,135.6,46.2,65882,Electric,Scooter,New,Automatic,3rd Owner,315872.78
KTM,Duke 390,2023,180,28.4,60.9,79214,Petrol,Cruiser,Like New,Automatic,2nd Owner,87874.51
Royal Enfield,Thunderbird,2015,350,46.8,44.5,92252,Petrol,Naked,Used,Automatic,3rd Owner,77120.47
Kawasaki,W175,2014,500,65.5,66.7,23806,Petrol,Scooter,Like New,Automatic,2nd Owner,209398.22
TVS,Raider 125,2018,1250,82.1,23.7,69015,Petrol,Adventure,New,Manual,3rd Owner,265125.17
Royal Enfield,Himalayan,2009,110,13.7,56.5,4734,Petrol,Adventure,New,Manual,3rd Owner,9280.74
Royal Enfield,Classic 350,2017,650,79.3,37.2,72868,Electric,Scooter,Used,Automatic,1st Owner,195333.19
Kawasaki,Versys 650,2023,1250,195.3,44.8,25862,Petrol,Commuter,Like New,Manual,1st Owner,567034.48
Honda,CBR 650R,2013,1250,94.2,22.5,1239,Petrol,Scooter,New,Automatic,1st Owner,319089.87
TVS,Jupiter,2020,1340,101.8,36.6,69364,Petrol,Commuter,Like New,Manual,3rd Owner,319078.54
BMW,F850GS,2011,390,49.5,33.7,81539,Petrol,Naked,Like New,Manual,1st Owner,271709.24
TVS,Raider 125,2012,110,16.6,54.6,15360,Petrol,Naked,Like New,Automatic,1st Owner,9617.21
KTM,Adventure 390,2020,110,7.3,36.6,11293,Petrol,Commuter,Like New,Manual,3rd Owner,31219.01
Ducati,Monster,2011,1250,132.4,51.3,57547,Petrol,Sport,Like New,Manual,1st Owner,597697.17
Honda,CB Hornet,2013,1250,114.6,15.0,53929,Petrol,Scooter,Used,Automatic,2nd Owner,143775.61
Honda,Africa Twin,2007,1340,92.0,15.0,66407,Petrol,Scooter,Used,Automatic,3rd Owner,204477.05
Ducati,Monster,2020,180,23.0,50.9,105027,Petrol,Cruiser,Like New,Manual,2nd Owner,148935.04
BMW,G310R,2022,1250,167.7,17.1,52153,Petrol,Sport,Used,Manual,3rd Owner,620498.13
KTM,Duke 390,2010,180,20.7,34.3,24270,Petrol,Naked,New,Automatic,3rd Owner,31834.66
Yamaha,R15,2023,1000,108.6,54.8,31240,Petrol,Naked,New,Manual,2nd Owner,429315.23
TVS,Apache RTR 200,2023,1340,193.0,21.8,1133,Petrol,Commuter,Like New,Automatic,2nd Owner,365979.58
Harley-Davidson,Road King,2019,500,66.7,54.8,85113,Petrol,Cruiser,New,Manual,2nd Owner,416055.53
Honda,Africa Twin,2005,1340,184.3,34.1,5304,Petrol,Naked,Like New,Automatic,3rd Owner,285507.29
TVS,Jupiter,2009,883,65.4,39.2,1888,Petrol,Naked,Like New,Manual,3rd Owner,153956.03
TVS,Apache RTR 200,2020,500,75.4,19.7,35149,Petrol,Sport,Like New,Manual,3rd Owner,119761.23
Harley-Davidson,Iron 883,2006,390,48.9,28.5,36347,Petrol,Cruiser,Like New,Manual,2nd Owner,198282.21
Yamaha,YZF R1,2013,650,96.3,64.4,107616,Petrol,Adventure,Used,Manual,3rd Owner,152575.45
KTM,RC 390,2011,160,20.4,28.9,16009,Petrol,Adventure,Used,Manual,2nd Owner,25873.47
Ducati,Monster,2012,110,8.4,28.4,67693,Electric,Naked,New,Automatic,1st Owner,68543.0
Ducati,SuperSport,2023,100,8.2,66.7,11739,Petrol,Naked,Used,Automatic,1st Owner,31117.54
TVS,Apache RTR 200,2024,1084,79.4,21.5,59937,Petrol,Sport,New,Automatic,2nd Owner,226234.51
KTM,Adventure 390,2009,150,18.9,34.9,115548,Petrol,Naked,New,Manual,2nd Owner,35794.1
Honda,CBR 650R,2021,750,105.3,35.8,30579,Petrol,Adventure,Used,Automatic,3rd Owner,195987.53
TVS,Apache RTR 160,2018,160,9.7,36.0,11486,Petrol,Naked,Used,Automatic,1st Owner,13013.17
KTM,Duke 200,2021,100,14.5,43.7,54088,Petrol,Commuter,Used,Automatic,2nd Owner,21881.72
Royal Enfield,Thunderbird,2011,750,74.9,39.6,73781,Petrol,Cruiser,Used,Automatic,3rd Owner,155883.62
Yamaha,R15,2019,180,11.7,22.1,105469,Petrol,Scooter,Like New,Automatic,3rd Owner,42526.9
Yamaha,R15,2020,750,94.2,17.9,80326,Electric,Adventure,Used,Automatic,3rd Owner,223696.52
Honda,CB Hornet,2020,883,67.9,16.4,68415,Petrol,Sport,Like New,Manual,3rd Owner,132578.95
Honda,CB Hornet,2007,300,34.5,57.7,77318,Petrol,Sport,Like New,Manual,1st Owner,48599.5
TVS,Jupiter,2016,300,21.2,35.0,53447,Petrol,Cruiser,New,Automatic,3rd Owner,44651.75
Yamaha,YZF R1,2013,1250,132.6,42.8,49924,Petrol,Commuter,Used,Automatic,3rd Owner,253370.95
Yamaha,MT-15,2007,650,93.1,51.4,30637,Petrol,Adventure,Used,Manual,3rd Owner,112898.32
BMW,G310R,2022,180,19.8,42.3,35768,Petrol,Scooter,Like New,Automatic,1st Owner,105034.08
Royal Enfield,Meteor 350,2012,200,12.1,65.2,102597,Petrol,Sport,Like New,Automatic,3rd Owner,50914.05
Harley-Davidson,Street 750,2024,390,32.1,50.1,114371,Petrol,Commuter,Like New,Automatic,2nd Owner,230375.6
Ducati,Scrambler,2022,110,14.2,44.9,23411,Petrol,Sport,Like New,Automatic,2nd Owner,47710.51
TVS,Apache RTR 160,2015,500,54.9,47.9,31582,Petrol,Naked,Used,Automatic,1st Owner,82223.17
BMW,S1000RR,2017,300,34.7,35.5,90416,Petrol,Sport,Like New,Automatic,1st Owner,189513.68
Suzuki,V-Strom,2005,180,16.2,47.6,83160,Petrol,Scooter,Used,Automatic,2nd Owner,8000.0
Ducati,Monster,2010,110,12.8,34.0,13122,Petrol,Cruiser,Used,Automatic,2nd Owner,44752.94
Honda,CBR 650R,2008,500,46.3,62.8,75983,Petrol,Naked,New,Automatic,2nd Owner,104807.31
Harley-Davidson,Iron 883,2017,350,23.8,48.8,84462,Petrol,Cruiser,Used,Automatic,1st Owner,115355.54
Royal Enfield,Himalayan,2024,650,51.0,23.2,48100,Petrol,Naked,Used,Automatic,1st Owner,138076.37
Royal Enfield,Classic 350,2011,180,15.5,48.0,62521,Petrol,Sport,Used,Manual,1st Owner,17619.09
Ducati,Multistrada,2012,250,36.6,56.7,69541,Petrol,Sport,New,Automatic,2nd Owner,170215.64
Royal Enfield,Bullet 350,2019,160,16.6,70.5,78826,Petrol,Scooter,Like New,Automatic,3rd Owner,46411.66
BMW,R1250GS,2022,250,22.2,58.8,34553,Petrol,Sport,New,Manual,2nd Owner,193220.51
Harley-Davidson,Road King,2014,100,14.8,63.0,104933,Electric,Cruiser,New,Automatic,2nd Owner,42579.56
Ducati,Scrambler,2012,300,26.5,21.9,105352,Petrol,Scooter,Like New,Automatic,2nd Owner,186251.94
Ducati,Panigale V2,2007,180,11.1,31.7,59845,Petrol,Naked,Used,Manual,2nd Owner,31669.21
Suzuki,Gixxer,2014,300,27.3,26.4,12322,Petrol,Adventure,New,Automatic,2nd Owner,74657.48
Harley-Davidson,Iron 883,2015,125,18.7,66.3,102166,Petrol,Naked,Used,Manual,1st Owner,33053.64
Honda,CB Shine,2012,650,82.3,49.2,4892,Petrol,Scooter,New,Automatic,3rd Owner,162009.16
Royal Enfield,Himalayan,2010,110,9.0,59.1,63575,Petrol,Commuter,Used,Manual,3rd Owner,8000.0
BMW,G310R,2010,300,35.9,48.0,6004,Petrol,Scooter,Used,Automatic,3rd Owner,96154.74
Suzuki,V-Strom,2007,390,42.4,69.9,8334,Petrol,Commuter,Like New,Manual,1st Owner,57863.46
BMW,R1250GS,2011,100,8.9,56.9,118289,Electric,Scooter,Used,Automatic,3rd Owner,23859.8
Suzuki,Intruder,2016,390,34.9,54.9,113295,Petrol,Sport,Like New,Manual,2nd Owner,72122.65
Honda,Africa Twin,2017,180,28.2,64.4,81790,Petrol,Scooter,New,Automatic,3rd Owner,44028.66
Harley-Davidson,Sportster,2009,350,28.1,35.0,69076,Petrol,Sport,New,Manual,1st Owner,205783.84
TVS,Ntorq 125,2020,1084,118.3,39.1,29430,Petrol,Sport,New,Manual,3rd Owner,350403.36
Honda,Activa,2022,750,50.8,55.1,81362,Petrol,Sport,Like New,Manual,2nd Owner,142257.35
Yamaha,R15,2022,650,45.9,22.5,82462,Petrol,Naked,Like New,Automatic,3rd Owner,221783.17
Harley-Davidson,Road King,2008,180,20.7,58.5,86684,Petrol,Naked,Used,Automatic,2nd Owner,92465.27
Ducati,Scrambler,2015,250,33.2,50.6,98093,Petrol,Adventure,Used,Automatic,1st Owner,160151.21
KTM,Duke 390,2014,100,11.1,39.6,3344,Petrol,Scooter,Used,Automatic,3rd Owner,14162.36
Yamaha,FZ-S,2019,500,75.9,24.7,33249,Petrol,Cruiser,New,Automatic,3rd Owner,286588.8
Harley-Davidson,Fat Boy,2020,1340,203.9,49.4,5398,Petrol,Naked,Used,Manual,1st Owner,728338.31
Ducati,Scrambler,2008,250,16.0,62.7,83584,Petrol,Adventure,New,Automatic,3rd Owner,121794.58
KTM,Duke 390,2009,110,9.8,65.0,99176,Petrol,Naked,New,Manual,2nd Owner,8000.0
Yamaha,FZS-Fi,2023,110,8.8,50.5,57449,Petrol,Commuter,New,Automatic,3rd Owner,40671.62
KTM,Duke 125,2021,250,24.1,33.0,90249,Petrol,Sport,New,Automatic,2nd Owner,82428.16
Honda,Activa,2010,500,67.9,51.5,19612,Petrol,Commuter,New,Automatic,1st Owner,141843.47
Honda,CB Hornet,2024,160,14.9,66.3,91437,Petrol,Cruiser,Used,Automatic,1st Owner,24081.65
KTM,Duke 125,2013,1250,96.3,30.2,92087,Petrol,Adventure,Like New,Manual,2nd Owner,355030.5
TVS,Jupiter,2006,883,54.7,47.5,36061,Petrol,Scooter,Used,Automatic,1st Owner,147808.1
Kawasaki,Ninja ZX-10R,2021,150,12.7,63.9,12037,Petrol,Naked,Used,Manual,1st Owner,31840.96
Ducati,Panigale V2,2005,500,74.5,50.2,66200,Petrol,Sport,Like New,Automatic,2nd Owner,342352.4
KTM,RC 390,2012,160,20.6,38.4,96168,Petrol,Scooter,Like New,Automatic,3rd Owner,29827.25
Ducati,Multistrada,2024,390,50.9,44.6,76656,Petrol,Commuter,New,Automatic,3rd Owner,321597.42
Suzuki,Intruder,2010,390,57.7,17.9,24634,Petrol,Commuter,Like New,Manual,2nd Owner,74145.26
Harley-Davidson,Street 750,2009,200,16.6,29.4,80713,Petrol,Naked,Like New,Manual,3rd Owner,113938.49
Harley-Davidson,Fat Boy,2021,1000,100.9,41.5,64914,Petrol,Commuter,New,Manual,1st Owner,1096122.17
Ducati,Panigale V2,2011,200,29.8,33.1,114156,Petrol,Scooter,Used,Automatic,2nd Owner,71509.08
TVS,Ntorq 125,2015,650,46.1,45.6,69343,Petrol,Scooter,New,Automatic,3rd Owner,140528.57
Kawasaki,W175,2022,650,64.9,67.3,100791,Petrol,Sport,New,Automatic,2nd Owner,250672.9
Harley-Davidson,Fat Boy,2018,350,46.3,53.8,19143,Petrol,Scooter,Used,Automatic,1st Owner,140209.19
KTM,Duke 390,2017,750,69.3,33.2,118021,Petrol,Commuter,Used,Manual,2nd Owner,213720.32
Suzuki,Gixxer,2007,150,17.3,57.2,93204,Petrol,Naked,Like New,Manual,2nd Owner,8000.0
BMW,G310GS,2009,180,22.1,67.8,55495,Petrol,Scooter,Used,Automatic,2nd Owner,38988.43
Kawasaki,Ninja 300,2024,300,35.7,17.6,106334,Electric,Adventure,New,Automatic,1st Owner,125851.3
Yamaha,YZF R1,2024,100,6.6,31.7,73579,Petrol,Commuter,New,Manual,1st Owner,31679.92
Honda,Africa Twin,2024,350,47.2,37.5,23863,Petrol,Cruiser,Like New,Manual,2nd Owner,85362.67
Royal Enfield,Himalayan,2016,650,73.3,56.6,9009,Petrol,Commuter,New,Automatic,2nd Owner,234377.06
TVS,Apache RTR 160,2008,1340,162.0,35.3,63894,Petrol,Naked,Like New,Automatic,2nd Owner,253642.0
TVS,Jupiter,2009,1340,80.6,29.3,106403,Petrol,Naked,New,Automatic,1st Owner,228016.59
Yamaha,R15,2024,750,66.1,32.5,84058,Petrol,Scooter,New,Automatic,3rd Owner,378357.23
KTM,Duke 125,2015,100,14.3,27.7,75069,Petrol,Sport,New,Manual,2nd Owner,31325.11
Harley-Davidson,Iron 883,2009,1000,89.9,15.0,117931,Petrol,Adventure,Like New,Manual,3rd Owner,686171.1
KTM,Duke 200,2011,1340,212.2,41.1,46846,Petrol,Commuter,Used,Manual,2nd Owner,384958.88
TVS,Raider 125,2017,180,18.2,55.4,92940,Petrol,Scooter,New,Automatic,2nd Owner,28980.63
Harley-Davidson,Street 750,2011,1084,163.1,27.9,102446,Petrol,Sport,Used,Manual,2nd Owner,413002.38
Harley-Davidson,Sportster,2014,390,38.5,30.2,68152,Petrol,Commuter,New,Manual,2nd Owner,293098.56
Royal Enfield,Classic 350,2024,125,18.7,40.9,100924,Petrol,Cruiser,New,Automatic,3rd Owner,47058.38
Royal Enfield,Bullet 350,2015,883,62.0,45.1,15502,Electric,Naked,Like New,Automatic,3rd Owner,300024.82
Royal Enfield,Meteor 350,2014,1340,201.4,20.9,44899,Petrol,Sport,New,Manual,2nd Owner,482135.89
Yamaha,FZS-Fi,2017,180,25.5,60.8,90956,Petrol,Naked,Used,Automatic,2nd Owner,42132.37
KTM,Duke 200,2019,1340,111.4,15.0,61877,Petrol,Cruiser,Like New,Automatic,2nd Owner,348143.24
TVS,Jupiter,2016,650,69.9,26.7,113325,Petrol,Adventure,Used,Manual,1st Owner,94504.24
Suzuki,Hayabusa,2016,1340,151.8,15.7,104932,Petrol,Naked,Like New,Manual,2nd Owner,335507.81
TVS,Apache RTR 200,2022,180,23.3,69.0,107181,Petrol,Adventure,Used,Automatic,3rd Owner,27653.35
TVS,Ntorq 125,2008,1340,189.5,34.1,58855,Petrol,Adventure,New,Manual,3rd Owner,450464.33
Harley-Davidson,Iron 883,2007,200,22.6,67.8,83879,Petrol,Commuter,Like New,Manual,2nd Owner,75118.81
Kawasaki,Z900,2015,350,55.5,50.4,57480,Petrol,Cruiser,New,Manual,3rd Owner,125393.97
Royal Enfield,Classic 350,2016,1250,162.8,58.5,47586,Petrol,Cruiser,New,Manual,2nd Owner,505212.29
Ducati,Scrambler,2017,750,119.8,39.2,25171,Petrol,Cruiser,Used,Manual,2nd Owner,318402.48
Yamaha,FZ-S,2009,1000,78.0,44.5,18485,Petrol,Adventure,Used,Automatic,3rd Owner,233255.4
Harley-Davidson,Road King,2016,250,25.3,27.4,111492,Petrol,Scooter,Like New,Automatic,2nd Owner,132470.59
Honda,Africa Twin,2020,500,33.9,18.6,19123,Petrol,Naked,Used,Automatic,3rd Owner,76492.72
Harley-Davidson,Iron 883,2022,1340,157.3,23.1,102543,Electric,Adventure,Like New,Automatic,2nd Owner,777991.41
Royal Enfield,Himalayan,2010,110,8.5,56.0,103394,Petrol,Sport,Like New,Automatic,3rd Owner,8000.0
TVS,Apache RTR 160,2014,1000,61.4,15.0,36918,Petrol,Naked,Used,Automatic,2nd Owner,105747.01
TVS,Apache RTR 200,2019,500,78.4,57.6,64059,Petrol,Naked,New,Automatic,1st Owner,184732.66
Harley-Davidson,Road King,2017,250,16.3,54.0,76227,Petrol,Cruiser,New,Automatic,1st Owner,151853.54
Harley-Davidson,Sportster,2012,650,83.1,47.6,70026,Petrol,Sport,Used,Automatic,2nd Owner,420687.76
Honda,CB Shine,2022,500,62.7,59.2,113006,Petrol,Cruiser,Used,Manual,2nd Owner,103939.05
Kawasaki,W175,2011,1084,109.6,24.9,72276,Electric,Sport,New,Automatic,1st Owner,421623.64
BMW,F850GS,2014,300,46.7,31.5,78374,Petrol,Commuter,Like New,Manual,3rd Owner,134977.38
Ducati,SuperSport,2010,150,11.4,57.5,10424,Petrol,Cruiser,Used,Automatic,2nd Owner,34454.55
Ducati,Scrambler,2015,110,13.7,37.0,9596,Petrol,Commuter,Like New,Automatic,1st Owner,35206.63
Ducati,Panigale V2,2024,150,9.3,68.1,10057,Petrol,Scooter,Used,Automatic,2nd Owner,69295.2
Honda,CB Shine,2017,300,43.3,26.6,985,Petrol,Adventure,Used,Automatic,2nd Owner,67232.53
KTM,Duke 390,2005,650,42.6,64.4,74849,Petrol,Cruiser,Used,Automatic,2nd Owner,168156.78
BMW,G310GS,2015,125,16.2,65.3,27123,Petrol,Sport,Used,Manual,2nd Owner,59166.97
BMW,R1250GS,2007,883,123.0,49.8,94837,Petrol,Commuter,Used,Automatic,1st Owner,454731.4
Harley-Davidson,Iron 883,2006,390,41.3,22.2,15991,Petrol,Scooter,Like New,Automatic,3rd Owner,249206.71
Suzuki,Intruder,2012,125,15.6,27.7,62263,Petrol,Naked,New,Manual,3rd Owner,8000.0
Royal Enfield,Classic 350,2019,180,18.5,69.2,15465,Petrol,Naked,New,Manual,1st Owner,83035.17
Ducati,Multistrada,2008,1340,96.6,28.8,28448,Petrol,Naked,New,Automatic,1st Owner,845089.51
BMW,G310GS,2010,883,130.7,22.5,104184,Petrol,Naked,Used,Manual,1st Owner,241683.06
Yamaha,YZF R1,2014,750,78.8,49.3,17132,Petrol,Scooter,Used,Automatic,3rd Owner,125993.06
Honda,Africa Twin,2010,1000,71.8,45.4,39978,Petrol,Sport,Like New,Manual,1st Owner,203252.99
BMW,G310GS,2021,250,19.4,43.0,7455,Petrol,Commuter,Like New,Automatic,2nd Owner,148450.48
BMW,S1000RR,2011,750,58.2,21.6,59894,Electric,Scooter,New,Automatic,3rd Owner,558636.26
Yamaha,FZ-S,2012,883,61.6,40.5,89216,Petrol,Commuter,New,Automatic,1st Owner,393184.29
Ducati,Panigale V2,2007,1000,73.6,42.3,28833,Petrol,Adventure,New,Automatic,2nd Owner,825594.64
Royal Enfield,Meteor 350,2015,160,13.1,22.0,15063,Petrol,Adventure,Used,Manual,2nd Owner,18162.11
TVS,Apache RTR 200,2023,1250,109.9,54.1,64622,Petrol,Commuter,Like New,Automatic,2nd Owner,362868.7
Kawasaki,Z900,2015,750,119.3,45.8,20025,Petrol,Sport,Used,Manual,1st Owner,215630.72
Ducati,SuperSport,2017,1000,73.3,50.0,65418,Petrol,Naked,New,Automatic,1st Owner,616172.37
Yamaha,FZ-S,2020,350,51.6,24.1,77001,Electric,Adventure,Used,Automatic,1st Owner,99471.85
BMW,R1250GS,2005,125,8.5,41.0,39374,Petrol,Cruiser,Like New,Manual,3rd Owner,51421.27
Honda,Africa Twin,2016,110,7.3,26.1,48416,Petrol,Scooter,Like New,Automatic,3rd Owner,8407.51
BMW,F850GS,2022,150,14.3,54.8,114680,Petrol,Commuter,Like New,Manual,2nd Owner,67071.84
Royal Enfield,Classic 350,2007,500,61.0,31.1,16583,Petrol,Naked,Like New,Automatic,2nd Owner,192058.03
Yamaha,R15,2019,125,9.4,29.1,10585,Petrol,Cruiser,New,Manual,2nd Owner,29675.02
Honda,Activa,2018,1250,184.0,49.7,97193,Petrol,Cruiser,New,Manual,1st Owner,383460.98
BMW,R1250GS,2023,390,45.5,52.7,87774,Petrol,Naked,Used,Automatic,2nd Owner,191773.03
Royal Enfield,Meteor 350,2020,500,56.8,66.2,46784,Petrol,Commuter,Like New,Manual,3rd Owner,133658.22
Suzuki,Access 125,2012,150,13.8,24.2,34632,Petrol,Commuter,Like New,Manual,3rd Owner,8000.0
KTM,Duke 390,2022,350,55.0,32.7,101231,Petrol,Adventure,Used,Manual,1st Owner,100084.09
Royal Enfield,Thunderbird,2014,1340,99.1,39.7,58447,Petrol,Sport,Like New,Automatic,1st Owner,385254.43
Ducati,SuperSport,2012,883,60.4,27.7,26078,Petrol,Commuter,Used,Manual,1st Owner,545806.31
Yamaha,YZF R1,2017,200,29.1,43.7,7846,Petrol,Cruiser,Used,Manual,3rd Owner,38307.86
Royal Enfield,Himalayan,2016,350,31.1,69.5,95901,Petrol,Scooter,Used,Automatic,2nd Owner,103583.29
Ducati,Scrambler,2009,1340,81.3,36.4,114208,Petrol,Cruiser,New,Automatic,1st Owner,1049749.94
Suzuki,Intruder,2019,1340,121.1,43.9,50539,Petrol,Adventure,New,Automatic,3rd Owner,396125.3
Honda,CB Shine,2009,300,45.2,32.8,16776,Petrol,Cruiser,Used,Manual,2nd Owner,31281.0
Royal Enfield,Thunderbird,2007,500,55.6,41.0,82812,Petrol,Scooter,New,Automatic,2nd Owner,174188.62
Suzuki,Intruder,2006,160,24.2,39.8,21905,Electric,Cruiser,Used,Automatic,3rd Owner,8000.0
KTM,Duke 200,2021,200,25.7,60.9,99148,Petrol,Cruiser,Used,Automatic,2nd Owner,44203.35
TVS,Jupiter,2009,100,11.0,29.3,54500,Petrol,Commuter,New,Manual,1st Owner,8000.0
KTM,Duke 125,2021,1250,134.9,40.3,55202,Petrol,Sport,New,Manual,1st Owner,417218.24
Harley-Davidson,Sportster,2021,390,32.2,26.1,16044,Petrol,Scooter,New,Automatic,3rd Owner,233851.6
Yamaha,FZS-Fi,2008,125,8.2,20.9,26236,Petrol,Scooter,Like New,Automatic,3rd Owner,8000.0
Yamaha,MT-15,2005,150,10.4,63.7,118618,Petrol,Scooter,Used,Automatic,1st Owner,12127.1
TVS,Jupiter,2016,180,14.7,65.9,66679,Petrol,Sport,Like New,Manual,3rd Owner,15868.42
KTM,Duke 200,2008,200,28.7,70.0,92005,Petrol,Adventure,Like New,Manual,1st Owner,53248.81
KTM,Duke 390,2018,150,19.8,59.5,68621,Petrol,Cruiser,Like New,Automatic,3rd Owner,32200.55
Ducati,Multistrada,2019,350,53.9,55.3,53883,Petrol,Adventure,New,Manual,2nd Owner,226741.37
Harley-Davidson,Iron 883,2017,883,85.1,37.2,52248,Petrol,Naked,New,Manual,1st Owner,501235.38
Ducati,Monster,2012,750,80.7,49.2,76773,Petrol,Scooter,Used,Automatic,2nd Owner,380294.86
Harley-Davidson,Sportster,2013,160,10.4,62.8,65678,Petrol,Commuter,New,Manual,3rd Owner,58392.06
Suzuki,V-Strom,2024,390,34.8,25.8,10529,Petrol,Naked,Used,Automatic,1st Owner,68184.65
KTM,RC 390,2022,1250,130.3,15.0,115859,Petrol,Adventure,Used,Automatic,2nd Owner,168228.82
Royal Enfield,Meteor 350,2020,750,87.2,19.7,14836,Petrol,Adventure,Like New,Automatic,2nd Owner,188510.59
Royal Enfield,Thunderbird,2023,650,61.7,41.1,42506,Petrol,Naked,New,Manual,2nd Owner,338203.53
BMW,R1250GS,2008,750,51.4,29.3,87170,Petrol,Commuter,Like New,Automatic,3rd Owner,537189.04
Yamaha,MT-15,2010,100,10.7,54.7,55874,Petrol,Adventure,Used,Manual,3rd Owner,8000.0
TVS,Ntorq 125,2015,1340,162.8,15.0,27488,Petrol,Naked,Like New,Automatic,1st Owner,318789.4
Harley-Davidson,Iron 883,2022,200,28.9,45.9,53194,Petrol,Naked,Like New,Manual,3rd Owner,100849.04
Yamaha,YZF R1,2021,1000,101.4,30.7,108469,Petrol,Cruiser,Used,Automatic,1st Owner,228345.34
KTM,Duke 390,2005,1084,143.8,50.0,108491,Petrol,Adventure,Used,Automatic,3rd Owner,176033.65
Harley-Davidson,Fat Boy,2012,160,13.9,60.5,54273,Petrol,Sport,Like New,Manual,2nd Owner,49380.03
TVS,Apache RTR 200,2017,250,31.2,27.7,108926,Petrol,Adventure,Like New,Automatic,2nd Owner,36637.79
Suzuki,Gixxer,2013,300,36.0,56.1,95196,Petrol,Sport,New,Manual,2nd Owner,86951.15
Ducati,Multistrada,2007,650,96.5,62.1,15171,Petrol,Naked,New,Automatic,2nd Owner,373445.94
BMW,S1000RR,2023,650,65.5,55.3,29074,Petrol,Commuter,New,Automatic,2nd Owner,483713.3
KTM,RC 390,2008,390,37.7,44.2,36903,Petrol,Commuter,Used,Automatic,3rd Owner,70115.84
TVS,Apache RTR 160,2006,250,36.7,30.7,92331,Petrol,Scooter,New,Automatic,3rd Owner,47313.61
Ducati,Multistrada,2014,125,12.6,70.0,113145,Petrol,Adventure,Like New,Automatic,3rd Owner,32418.73
Harley-Davidson,Road King,2018,390,39.8,59.0,108555,Petrol,Cruiser,Like New,Manual,2nd Owner,245580.1
BMW,R1250GS,2005,110,12.9,56.7,84530,Petrol,Adventure,New,Automatic,2nd Owner,15233.48
Suzuki,Intruder,2018,390,39.6,42.8,23238,Petrol,Cruiser,Used,Manual,1st Owner,60348.28
TVS,Apache RTR 200,2005,100,14.5,67.1,119361,Petrol,Adventure,New,Automatic,3rd Owner,8000.0
TVS,Jupiter,2009,125,10.3,72.9,2350,Petrol,Adventure,Used,Automatic,1st Owner,8000.0
Royal Enfield,Himalayan,2020,650,50.7,24.3,108514,Petrol,Scooter,New,Automatic,2nd Owner,260502.91
Royal Enfield,Meteor 350,2024,883,88.1,54.0,60552,Petrol,Adventure,New,Automatic,3rd Owner,339859.91
Ducati,SuperSport,2013,125,10.7,30.4,31281,Petrol,Cruiser,Like New,Manual,1st Owner,59414.55
Ducati,Multistrada,2009,1250,163.8,15.0,65097,Petrol,Adventure,New,Manual,2nd Owner,922995.62
BMW,G310R,2009,1000,91.3,56.1,56872,Petrol,Cruiser,Like New,Automatic,3rd Owner,656010.35
Harley-Davidson,Fat Boy,2022,883,63.2,15.7,5200,Petrol,Commuter,Like New,Automatic,2nd Owner,705616.21
Harley-Davidson,Street 750,2022,1000,143.5,36.5,19905,Petrol,Sport,New,Automatic,1st Owner,995934.97
TVS,Raider 125,2011,1340,93.0,59.9,24167,Petrol,Sport,New,Automatic,3rd Owner,304291.19
